compound,label
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,1
Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0
CN1C(=C(O)c2sccc2S1(=O)=O)C(=O)Nc3ccccn3,1
OC1=C(CC2=C(O)c3ccccc3OC2=O)C(=O)Oc4ccccc14,0
CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,1
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0
CN1[C@@H]2CCC[C@H]1CC(C2)NC(=O)c3nn(C)c4ccccc34,1
CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,1
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,0
CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1,0
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,0
CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-],1
OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,1
COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O,0
N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(=O)O,1
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,1
CC(COc1ccccc1)N(CCCl)Cc2ccccc2,0
COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,1
CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,0
CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1
OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,1
Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1,1
CN\C(=C/[N+](=O)[O-])\NCCSCc1oc(CN(C)C)cc1,1
CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,0
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1
CO[C@]12[C@H]3N[C@H]3CN1C4=C([C@H]2COC(=O)N)C(=O)C(=C(C)C4=O)N,1
CN\C(=C/[N+](=O)[O-])\NCCSCc1csc(CN(C)C)n1,1
OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,1
OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,1
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5[nH]ncc5C[C@]4(C)[C@H]3CC[C@]12C,1
COc1cc(C)c(\C=C\C(=C\C=C\C(=C\C(=O)O)\C)\C)c(C)c1C,1
Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1,0
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,1
CC(C)[C@H](N)C(=O)OCCOCn1cnc2C(=O)N=C(N)Nc12,1
CC(CN(C)C)CN1c2ccccc2Sc3ccc(cc13)C#N,1
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,1
CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3,1
CN(C)CCC(c1ccc(Br)cc1)c2ccccn2,0
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]3C=C(CO)[C@@H](O)[C@H](O)[C@H]3O,1
CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,0
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,1
COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,0
CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(=O)C)C#C)[C@@H]3CCC2=C1,1
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc2ccccc2,1
CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2,0
Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,0
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6,0
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C)C(=O)Oc2cccc(c2)[N+](C)(C)C,0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,1
CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,1
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,0
CO[C@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)[C@H]3OCC(=C(N3C1=O)C(=O)O)CSc4nnnn4C,0
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c3cc(ccc13)C(F)(F)F,1
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc3CC[C@H](NC(=O)C)C4=CC(=O)C(=CC=C4c3c1OC)SC,1
CO[C@]1(NC(=O)CSC(F)F)[C@H]2OCC(=C(N2C1=O)C(=O)O)CSc3nnnn3CCO,1
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC\C=C\c3ccccc3)C,1
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C,1
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CS[C@@H](CN(CC(=O)O)C2=O)c3cccs3,1
CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,1
CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4,1
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,1
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3)C(C)C,1
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O,1
CN1C[C@@H](C=C2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,0
[I-].[I-].[I-].CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0
OCC1OC(Oc2cccc3C(C4c5cccc(OC6OC(CO)C(O)C(O)C6O)c5C(=O)c7c(O)cc(cc47)C(=O)O)c8cc(cc(O)c8C(=O)c23)C(=O)O)C(O)C(O)C1O,1
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC(C)C)CC6)N=C5c4c3C2=O)NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)\[C@H](C)[C@@H](O)[C@]1(C)O,1
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,1
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=C(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)\C(=C/NN5CCN(C)CC5)\C(=O)c4c3C2=O)O,1
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C,1
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N,0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)N)C1,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,1
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,1
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@H](O[C@H]5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27,1
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,1
CCN1CCN(C(=O)NC(C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O,1
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3,1
CC1(C)S[C@@H](N[C@H]1C(=O)O)C(NC(=O)Cc2ccccc2)C(=O)NCCCC[C@@H](N)C(=O)O.NCCCC[C@@H](N)C(=O)O,0
CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@H](Oc2ccc3C(=C(NC(=O)c4ccc(O)c(CC=C(C)C)c4)C(=O)Oc3c2C)O)OC1(C)C,1
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,0
CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,1
COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,0
CO[C@H]1CN(CCCOc2ccc(F)cc2)CC[C@H]1NC(=O)c3cc(Cl)c(N)cc3OC,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2[C@H]1C(=O)O,0
CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,1
CC(C)n1c(\C=C\[C@H](O)C[C@H](O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,1
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,1
CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C,1
COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,1
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,1
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,0
Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,0
NC(=O)C1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1
[Br-].C[N+]1(C)[C@H]2CC(C[C@H]1C3OC23)OC(=O)[C@H](CO)c4ccccc4,0
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3cccs3)C2=O)C(=O)O,1
Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Br)sc4n12,1
OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0
C\C=C\C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,1
OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,1
COc1cc(cc(OC)c1OC)C(=O)NCc2ccc(OCCN(C)C)cc2,1
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OCC(C)C)C,0
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,0
[Br-].C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,1
CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O,0
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,1
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=C3C(=O)[C@]2(O)C(=C(C(=O)N)C1=O)O)O)N(C)C,1
Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C(=O)O)s1,1
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1
Nc1nc(cs1)\C(=N\OCC(=O)O)\C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)C=C,0
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1,0
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(=C\CC1=C(C)C(=O)c2ccccc2C1=O)\C,0
Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,1
C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(=C(O)[C@@]3(O)C(=O)C2=C(O)c4c(O)cccc14)C(=O)N,1
CC(=O)Oc1ccc(cc1)C2(C(=O)N(C(=O)C)c3ccccc23)c4ccc(OC(=O)C)cc4,1
NC1=NC(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2N1,0
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](N=CN3CCCCCC3)C2=O,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,1
OCCN1CCN(CC\C=C/2\c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,1
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,0
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,1
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,1
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,1
COCC1=C(N2[C@H](SC1)[C@H](NC(=O)\C(=N/OC)\c3csc(N)n3)C2=O)C(=O)O,0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,1
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,1
Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,0
C[C@@H](O)[C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN,1
CN(C)CC=C(c1ccc(Br)cc1)c2cccnc2,1
CC(C(=O)O)c1ccc2Sc3ccccc3C(=O)Cc2c1,1
Cc1ncc([N+](=O)[O-])n1CCO,1
NCC1(CC(=O)O)CCCCC1,1
CCC1(C(=O)NC(=O)N(C)C1=O)c2ccccc2,1
Cc1cc(cc(C)c1CC2=NCCN2)C(C)(C)C,1
Nc1ccc(cc1)S(=O)(=O)N,1
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,1
N[C@@H](CCCN=C(N)N)C(=O)O,0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,1
Cc1cccc(Nc2ccccc2C(=O)O)c1C,1
COc1ccccc1OCC(O)COC(=O)N,0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0
OC[C@H](O)[C@H]1OC(=O)C(=C1O)O,0
CN1CC(c2ccccc2)c3cccc(N)c3C1,1
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,0
CN1CCCCC1C(=O)Nc2c(C)cccc2C,0
Clc1ccc2OC(=O)Nc2c1,1
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,1
CC(C)NCC(O)COc1cccc2[nH]ccc12,0
OC(=O)c1ccccc1OC(=O)c2ccccc2O,1
Nc1ccc(C(=O)O)c(O)c1,1
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34,0
CN(CC#C)Cc1ccccc1,0
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,0
C[C@H]1[C@@H](OCCN1C)c2ccccc2,0
NC(=O)OCC(COC(=O)N)c1ccccc1,1
Nc1nc(N)c2nc(c(N)nc2n1)c3ccccc3,1
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,1
NC1=NC(=S)c2[nH]cnc2N1,1
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1
FC(F)OC(F)C(F)(F)F,1
Cc1ncc(CO)c(CO)c1O,0
NC[C@H](O)c1ccc(O)c(O)c1,0
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,1
CC(C[N+](C)(C)C)OC(=O)N,0
CC(C)c1cccc(C(C)C)c1O,1
CC(C)NNC(=O)c1ccncc1,1
[O-][N+](=O)c1oc(\C=N\N2CC(=O)NC2=O)cc1,1
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
[O-][N+](=O)OCCNC(=O)c1cccnc1,1
CN(C)c1nc(nc(n1)N(C)C)N(C)C,1
CNC[C@H](O)c1ccc(O)c(O)c1,0
CC1=CC(=O)N(O)C(=C1)C2CCCCC2,0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0
CC(C)Cc1ccc(cc1)C(C)C(=O)O,1
CN1C(=O)N(C)c2nc[nH]c2C1=O,0
CCN(CC)C(C)C(=O)c1ccccc1,0
CC[C@@H](CO)NCCN[C@@H](CC)CO,1
C1CN2C[C@@H](N=C2S1)c3ccccc3,0
c1ccc2[nH]c(nc2c1)c3cscn3,1
CCN(CC)C(=O)N1CCN(C)CC1,1
C[C@H](Cc1ccccc1)N(C)CC#C,0
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,0
FC(F)OC(F)(F)C(F)Cl,1
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,1
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0
NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,0
NC(=O)N1c2ccccc2C=Cc3ccccc13,1
OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)N=CNc23,1
NCCC(O)(P(=O)(O)O)P(=O)(O)O,0
CCN(CC)CC(=O)Nc1c(C)cccc1C,0
COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O,1
Clc1cccc(Cl)c1NC2=NCCN2,1
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,1
CC(CN(C)C)CN1c2ccccc2Sc3ccccc13,1
CC(N)COc1c(C)cccc1C,1
CC(=O)Nc1nnc(s1)S(=O)(=O)N,1
Cl.Cl.NCCNCCNCCN,0
CCC1(C(=O)NCNC1=O)c2ccccc2,0
OC1C(O)C(O)C(O)C(O)C1O,0
COc1ccc(OC)c(c1)C(O)C(C)N,0
CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,1
CC(C)(S)[C@@H](N)C(=O)O,1
Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1,1
CC(C)Cc1ccc(CC(=O)O)cc1,1
CC1OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC(=O)CC(O)C(C(O)CC(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)\C=C\C=C\C=C\C=C\CC\C=C\C=C\C(C)C(O)C1C)C(=O)O,0
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],1
Cc1cc(CC(=O)O)n(C)c1C(=O)c2ccc(Cl)cc2,0
Nc1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1
CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,1
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1
CN(C)CCC=C1c2ccccc2CCc3ccccc13,1
C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,1
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,1
C[N+](C)(C)CC(=O)[O-],0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]4N[C@@H](COCCOC)O[C@H]([C@H]4C)[C@]1(C)O,1
Oc1ccc(C(=O)c2cc(O)c(O)c(O)c2)c(O)c1O,1
NS(=O)(=O)c1cc2c(NC=NS2(=O)=O)cc1Cl,1
NC1=NC(=O)N(C[C@@H](CO)OCP(=O)(O)O)C=C1,0
CC(C(=O)O)c1ccc(s1)C(=O)c2ccccc2,1
CN1CCC(=C2c3ccccc3CCc4cccnc24)CC1,0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,1
CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,0
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,1
CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,1
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1
CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC,0
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,0
OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,0
CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC,1
C[C@H](NCCc1ccc(O)cc1)[C@H](O)c2ccc(O)cc2,1
CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@@]34C)C(=O)O)O[C@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@H]7O)C(=O)O)C(=O)O,1
CN(C)CCC=C1c2ccccc2C=Cc3ccccc13,1
CN1CCC(=C2c3ccccc3C=Cc4ccccc24)CC1,1
Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,1
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,0
