,Assay,Weighted Partial Correlation
"NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Non-Small Cell Lung cell line, single concentration",0.16478330152523574
"NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Non-Small Cell Lung cell line, single concentration",-0.0
"NCI human tumor cell line growth inhibition assay. Data for the PC-3 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the PC-3 Non-Small Cell Lung cell line, single concentration",-0.0
"NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Non-Small Cell Lung cell line, single concentration",-0.0
"NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Non-Small Cell Lung cell line, single concentration",-0.0
"NCI human tumor cell line growth inhibition assay. Data for the SF-295 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SF-295 Non-Small Cell Lung cell line, single concentration",0.204388166989729
"NCI human tumor cell line growth inhibition assay. Data for the SF-539 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SF-539 Non-Small Cell Lung cell line, single concentration",0.05828509250851969
"NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Non-Small Cell Lung cell line, single concentration",-0.0
"NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Non-Small Cell Lung cell line, single concentration",0.08005777940680744
"NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Non-Small Cell Lung cell line, single concentration",0.08788641818717573
"NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Non-Small Cell Lung cell line, single concentration",0.07995816537518073
"NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Non-Small Cell Lung cell line, single concentration",0.07917270504427049
"NCI human tumor cell line growth inhibition assay. Data for the SR Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SR Non-Small Cell Lung cell line, single concentration",0.02047808980619869
"NCI human tumor cell line growth inhibition assay. Data for the SW-620 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the SW-620 Non-Small Cell Lung cell line, single concentration",0.04041358765369153
"NCI human tumor cell line growth inhibition assay. Data for the T-47D Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the T-47D Non-Small Cell Lung cell line, single concentration",0.06954801613804432
"NCI human tumor cell line growth inhibition assay. Data for the TK0 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the TK0 Non-Small Cell Lung cell line, single concentration",-0.0
"NCI human tumor cell line growth inhibition assay. Data for the U251 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the U251 Non-Small Cell Lung cell line, single concentration",-0.0
"NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Non-Small Cell Lung cell line, single concentration",-0.0
"NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Non-Small Cell Lung cell line, single concentration",0.02947356630312003
"NCI human tumor cell line growth inhibition assay. Data for the UO-31 Non-Small Cell Lung cell line, single concentration","NCI human tumor cell line growth inhibition assay. Data for the UO-31 Non-Small Cell Lung cell line, single concentration",0.03649606138533065
NS1 protein of Zika virus - qHTS assay to identify small molecule inhibitors in human HEK 293 cells,NS1 protein of Zika virus - qHTS assay to identify small molecule inhibitors in human HEK 293 cells,0.051854450843884084
Nrf2 qHTS screen for inhibitors,Nrf2 qHTS screen for inhibitors,0.3043571122746619
"Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists, luciferase reporter gene qHTS assay in human keratinocytes: Summary","Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists, luciferase reporter gene qHTS assay in human keratinocytes: Summary",0.08019792234436383
Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: luciferase reporter gene qHTS assay in human keratinocytes,Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: luciferase reporter gene qHTS assay in human keratinocytes,0.08531087556505249
Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: qHTS cell viability counter screen in human keratinocytes,Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: qHTS cell viability counter screen in human keratinocytes,0.16636936829743953
"P-glycoprotein substrates identified in KB-3 adenocarcinoma cell line, qHTS therapeutic library screen","P-glycoprotein substrates identified in KB-3 adenocarcinoma cell line, qHTS therapeutic library screen",0.2926842894728771
"P-glycoprotein substrates identified in KB-8-51 adenocarcinoma cell line, qHTS therapeutic library screen","P-glycoprotein substrates identified in KB-8-51 adenocarcinoma cell line, qHTS therapeutic library screen",0.2323859776365632
Primary biochemical fluorescence polarization-based high throughput screening assay to identify inhibitors of protein arginine methyltransferase 1 (PRMT1),Primary biochemical fluorescence polarization-based high throughput screening assay to identify inhibitors of protein arginine methyltransferase 1 (PRMT1),-0.0
Primary cell-based high-throughput screening for identification of compounds that inhibit/block calcium-activated chloride channels (TMEM16A),Primary cell-based high-throughput screening for identification of compounds that inhibit/block calcium-activated chloride channels (TMEM16A),0.037081435347838636
Primary cell-based screen for identification of compounds that allosterically activate the Choline Transporter (CHT),Primary cell-based screen for identification of compounds that allosterically activate the Choline Transporter (CHT),0.04282096432662462
Primary qHTS Assay for Inhibitors of Recombinant Selenoprotein Glutathione Peroxidase 1 (GPX1),Primary qHTS Assay for Inhibitors of Recombinant Selenoprotein Glutathione Peroxidase 1 (GPX1),0.39750912487813156
Primary qHTS Assay for Inhibitors of Recombinant Selenoprotein Glutathione Peroxidase 4 (GPX4),Primary qHTS Assay for Inhibitors of Recombinant Selenoprotein Glutathione Peroxidase 4 (GPX4),0.2809299319004781
Primary qHTS assay for inhibitors of Glutamate pyruvate transaminase 2 (GPT2),Primary qHTS assay for inhibitors of Glutamate pyruvate transaminase 2 (GPT2),-0.0
Primary qHTS for Inhibitors of ATXN expression,Primary qHTS for Inhibitors of ATXN expression,0.16647176735946584
Primary qHTS for Inhibitors of N-terminal methyltransferase 1 (NTMT1): MTaseGlo Assay,Primary qHTS for Inhibitors of N-terminal methyltransferase 1 (NTMT1): MTaseGlo Assay,0.20423142279872067
"Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 48 hour incubation","Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 48 hour incubation",0.10297706712040103
"Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 96 hour incubation","Primary qHTS for delayed death inhibitors of the malarial parasite plastid, 96 hour incubation",-0.0
Primary qHTS for inhibitors of MERS-S pseudo-typed particle cell entry,Primary qHTS for inhibitors of MERS-S pseudo-typed particle cell entry,0.03490706448286824
Primary qHTS for inhibitors of SARS-S pseudo-typed particle cell entry,Primary qHTS for inhibitors of SARS-S pseudo-typed particle cell entry,-0.0
Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an RCH-ACV wild type WT cells (2C),Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an RCH-ACV wild type WT cells (2C),0.4081712935707693
Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an isogenic RCH-ACV NSD2 p.E1099K mutant (9B),Primary qHTS for inhibitors of nuclear receptor binding SET domain protein 2 (NSD2) in an isogenic RCH-ACV NSD2 p.E1099K mutant (9B),0.6563552329290575
Primary qHTS to identify gynecologic anti-cancer compounds using libraries of approved drugs and bioactive compounds,Primary qHTS to identify gynecologic anti-cancer compounds using libraries of approved drugs and bioactive compounds,0.4807417024743249
Primary qHTS to identify inhibitors of SARS-CoV-2 cell entry,Primary qHTS to identify inhibitors of SARS-CoV-2 cell entry,0.1588288610795278
Primary screen GU AMC qHTS for Zika virus inhibitors,Primary screen GU AMC qHTS for Zika virus inhibitors,0.21832927528804685
"Progesterone receptor (PR) small molecule agonists, qHTS assay: Summary","Progesterone receptor (PR) small molecule agonists, qHTS assay: Summary",-0.0
"Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary","Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary",0.5036739291634259
Protection from expanded polyglutamine huntingtin toxicity in PC12 cells,Protection from expanded polyglutamine huntingtin toxicity in PC12 cells,0.0
Protection from expanded polyglutamine huntingtin toxicity in PC12 cells (LDH016),Protection from expanded polyglutamine huntingtin toxicity in PC12 cells (LDH016),0.0
Protection from expanded polyglutamine huntingtin toxicity in PC12 cells (LDH08),Protection from expanded polyglutamine huntingtin toxicity in PC12 cells (LDH08),0.0
Protection from expanded polyglutamine huntingtin toxicity in PC12 cells (LDH100),Protection from expanded polyglutamine huntingtin toxicity in PC12 cells (LDH100),0.0
